year,team,team_salary,avg_player_salary,median_player_salary,wins,cost_per_win,championship
2010,TBR,71923471.00,2663832.00,1800000.00,96,749202.82,no
2010,TEX,52000544.00,1857162.00,475000.00,90,577783.82,no
2010,TOR,62234000.00,2074467.00,825000.00,85,732164.71,no
2010,WAS,61400000.00,2046667.00,725000.00,69,889855.07,no
2009,ARI,73086666.00,2811026.00,1725000.00,70,1044095.23,no
2009,ATL,96726166.00,3335385.00,1237500.00,86,1124722.86,no
2009,BAL,67101666.00,2580833.00,1500000.00,64,1048463.53,no
2009,BOS,108745999.00,3749862.00,1500000.00,95,1144694.73,no
2009,CHC,134809000.00,5392360.00,2200000.00,83,1624204.82,no
2009,CHW,95628500.00,3825140.00,1225000.00,79,1210487.34,no
2009,CIN,63433500.00,2883341.00,970000.00,78,813250.00,no
2009,CLE,80743866.00,3229755.00,2500000.00,65,1242213.32,no
2009,COL,75201000.00,2785222.00,800000.00,92,817402.17,no
2009,DET,115085145.00,4110184.00,2237500.00,86,1338199.36,no
2009,HOU,102996414.00,3814682.00,1550000.00,74,1391843.43,no
2009,KCR,70519333.00,2712282.00,1600000.00,65,1084912.82,no
2009,LAA,113709000.00,4061036.00,1800000.00,97,1172257.73,no
2009,LAD,97314592.00,4054775.00,1125000.00,95,1024364.13,no
2009,MIA,36834000.00,1315500.00,470000.00,87,423379.31,no
2009,MIL,79768502.00,3190740.00,1662500.00,80,997106.28,no
2009,MIN,64869266.00,2316760.00,637500.00,87,745623.75,no
2009,NYM,149373987.00,5334785.00,2612500.00,70,2133914.10,no
2009,NYY,168449189.00,6737968.00,5000000.00,103,1635429.02,yes
2009,OAK,61910000.00,2292963.00,410000.00,75,825466.67,no
2009,PHI,98004046.00,3769386.00,2416667.00,93,1053806.95,no
2009,PIT,48693000.00,1872808.00,1062500.00,62,785370.97,no
2009,SDP,43734200.00,1561936.00,466200.00,75,583122.67,no
2009,SEA,98904166.00,3532292.00,661250.00,88,1123910.98,no
2009,SFG,80126450.00,2967646.00,475000.00,85,942664.12,no
2009,STL,84815909.00,3392636.00,950000.00,91,932042.96,no
2009,TBR,63313034.00,2183208.00,1290000.00,84,753726.60,no
2009,TEX,67623798.00,2415136.00,575000.00,87,777285.03,no
2009,TOR,80538300.00,2876368.00,932500.00,75,1073844.00,no
2009,WAS,60328000.00,2080276.00,500000.00,59,1022508.47,no
2008,ARI,65386212.00,2514854.00,752500.00,82,797392.83,no
2008,ATL,102365683.00,3412189.00,428750.00,72,1421745.60,no
2008,BAL,67196246.00,2099883.00,477500.00,68,988180.09,no
2008,BOS,120390035.00,4458890.00,2000000.00,95,1267263.53,no
2008,CHC,118345833.00,4383179.00,3175000.00,97,1220060.13,no
2008,CHW,120794332.00,4645936.00,2775000.00,89,1357239.69,no
2008,CIN,69542695.00,2575655.00,975000.00,74,939766.15,no
2008,CLE,78576766.00,3143071.00,2200000.00,81,970083.53,no
2008,COL,68655500.00,2640596.00,887500.00,74,927777.03,no
2008,DET,137685196.00,4589507.00,1487500.00,74,1860610.76,no
2008,HOU,88930414.00,3293719.00,1100000.00,86,1034074.58,no
2008,KCR,58245500.00,2240212.00,1306250.00,75,776606.67,no
2008,LAA,118825333.00,4243762.00,1325000.00,100,1188253.33,no
2008,LAD,118164036.00,4220144.00,712500.00,84,1406714.71,no
2008,MIA,19811500.00,619109.00,393750.00,84,235851.19,no
2008,MIL,80533499.00,2876196.00,2275000.00,90,894816.66,no
2008,MIN,56932766.00,2277311.00,1050000.00,88,646963.25,no
2008,NYM,137793376.00,4593113.00,1993750.00,89,1548240.18,no
2008,NYY,181081577.00,6036053.00,1812500.00,89,2034624.46,no
2008,OAK,47967126.00,1713112.00,455000.00,75,639561.68,no
2008,PHI,88269880.00,3152496.00,1150000.00,92,959455.22,yes
2008,PIT,48689783.00,1872684.00,480250.00,67,726713.18,no
2008,SDP,73677616.00,2376697.00,700000.00,63,1169485.97,no
2008,SEA,117666482.00,4525634.00,1650000.00,72,1634256.69,no
2008,SFG,75644500.00,2701589.00,527500.00,61,1240073.77,no
2008,STL,97811949.00,3056623.00,1000000.00,86,1137348.24,no
2008,TBR,43820597.00,1460687.00,414650.00,97,451758.73,no
2008,TEX,67315496.00,2404125.00,905000.00,79,852094.89,no
2008,TOR,97793900.00,3621996.00,1550000.00,86,1137138.37,no
2008,WAS,54961000.00,1895207.00,1000000.00,59,931542.37,no
2007,ARI,52067546.00,1859555.00,396000.00,90,578528.29,no
2007,ATL,87290833.00,3117530.00,595000.00,84,1039176.58,no
2007,BAL,93554808.00,3341243.00,3000000.00,69,1355866.78,no
2007,BOS,129776214.00,4806526.00,3350000.00,96,1351835.56,yes
2007,CHC,99670332.00,3691494.00,2750000.00,85,1172592.14,no
2007,CHW,108671833.00,4179686.00,2325000.00,72,1509331.01,no
2007,CIN,64779980.00,2089677.00,925000.00,72,899721.94,no
2007,CLE,58373267.00,2084760.00,878334.00,96,608054.86,no
2007,COL,54424000.00,2015704.00,750000.00,90,604711.11,no
2007,DET,93880369.00,3237254.00,2500000.00,88,1066822.38,no
2007,HOU,87759000.00,3250333.00,1300000.00,73,1202178.08,no
2007,KCR,66736500.00,2224550.00,587500.00,69,967195.65,no
2007,LAA,109251333.00,3641711.00,1425000.00,94,1162248.22,no
2007,LAD,108067024.00,3859537.00,1000000.00,82,1317890.54,no
2007,MIA,30507000.00,984097.00,380000.00,71,429676.06,no
2007,MIL,70986500.00,2629130.00,2250000.00,83,855259.04,no
2007,MIN,71439500.00,2551411.00,1000000.00,79,904297.47,no
2007,NYM,115231663.00,3841055.00,1487500.00,88,1309450.72,no
2007,NYY,166930520.00,5961804.00,1375000.00,94,1775856.60,no
2007,OAK,79366940.00,2834534.00,1575000.00,76,1044301.84,no
2007,PHI,88528213.00,3052697.00,850000.00,89,994699.02,no
2007,PIT,38537833.00,1427327.00,410000.00,68,566732.84,no
2007,SDP,58110567.00,2235022.00,625000.00,89,652927.72,no
2007,SEA,106460833.00,3942994.00,1350000.00,71,1499448.35,no
2007,SFG,89569056.00,3582762.00,1750000.00,88,1017830.18,no
2007,STL,89761823.00,3324512.00,1000000.00,78,1150792.60,no
2007,TBR,24123500.00,893463.00,411000.00,66,365507.58,no
2007,TEX,68318675.00,2439953.00,550000.00,75,910915.67,no
2007,TOR,81942800.00,3034919.00,1025000.00,83,987262.65,no
2007,WAS,37347500.00,1287845.00,500000.00,73,511609.59,no
2006,ARI,59684226.00,2295547.00,932000.00,76,785318.76,no
2006,ATL,90156876.00,3108858.00,462500.00,79,1141226.28,no
2006,BAL,72585582.00,2592342.00,1512500.00,70,1036936.89,no
2006,BOS,113599824.00,4369224.00,2886947.00,86,1320928.19,no
2006,CHC,94424499.00,3372304.00,2500000.00,66,1430674.23,no
2006,CHW,102750667.00,3951949.00,2325000.00,90,1141674.08,no
2006,CIN,57909519.00,2144797.00,1300000.00,80,723868.99,no
2006,CLE,56031500.00,2241260.00,1500000.00,78,718352.56,no
2006,COL,41233000.00,1288531.00,350000.00,76,542539.47,no
2006,DET,82227866.00,3045477.00,980000.00,95,865556.48,no
2006,HOU,92551503.00,3559673.00,940000.00,82,1128676.87,no
2006,KCR,47294000.00,1630828.00,500000.00,62,762806.45,no
2006,LAA,103472000.00,4138880.00,2250000.00,89,1162606.74,no
2006,LAD,98447187.00,3515971.00,2205000.00,88,1118718.03,no
2006,MIA,14998500.00,576865.00,327000.00,78,192288.46,no
2006,MIL,57568333.00,2214167.00,775000.00,75,767577.77,no
2006,MIN,63396006.00,2438308.00,900000.00,96,660375.06,no
2006,NYM,101084963.00,3743888.00,912500.00,97,1042113.02,no
2006,NYY,172982352.00,6406754.00,2250000.00,97,1783323.22,no
2006,OAK,62243079.00,2489723.00,800000.00,93,669280.42,no
2006,PHI,87918333.00,3381474.00,2550000.00,85,1034333.33,no
2006,PIT,46717750.00,1668491.00,424000.00,67,697279.85,no
2006,SDP,69896642.00,2496309.00,925000.00,88,794280.02,no
2006,SEA,87959833.00,3257772.00,650000.00,76,1157366.22,no
2006,SFG,89728419.00,3589137.00,1750000.00,78,1150364.35,no
2006,STL,88491371.00,3403514.00,1100000.00,83,1066161.10,yes
2006,TBR,35417967.00,1264927.00,550000.00,61,580622.41,no
2006,TEX,68228662.00,2200925.00,750000.00,80,852858.28,no
2006,TOR,71915000.00,2663519.00,2200000.00,87,826609.20,no
2006,WAS,63143000.00,2036871.00,900000.00,71,889338.03,no
2005,ARI,63329166.00,2345525.00,550000.00,77,822456.70,no
2005,ATL,86457302.00,3458292.00,1000000.00,90,960636.69,no
2005,BAL,73914333.00,2639798.00,962500.00,74,998842.34,no
2005,BOS,118255125.00,4379819.00,2750000.00,95,1244790.79,no
2005,CHC,87032933.00,3108319.00,2150000.00,79,1101682.70,no
2005,CHW,75178000.00,2784370.00,2000000.00,99,759373.74,yes
2005,CIN,61892583.00,2063086.00,550000.00,73,847843.60,no
2005,CLE,41502500.00,1431121.00,500000.00,93,446263.44,no
2005,COL,48155000.00,1605167.00,322500.00,67,718731.34,no
2005,DET,68737000.00,2545815.00,1025000.00,71,968126.76,no
2005,HOU,76779000.00,2953038.00,500000.00,89,862685.39,no
2005,KCR,36881000.00,1365963.00,352000.00,56,658589.29,no
2005,LAA,87575322.00,3127690.00,925000.00,95,921845.49,no
2005,LAD,83039000.00,2767967.00,650000.00,71,1169563.38,no
2005,MIA,60408834.00,2237364.00,1100000.00,83,727817.28,no
2005,MIL,39934833.00,1597393.00,420000.00,81,493022.63,no
2005,MIN,56186000.00,2080963.00,750000.00,83,676939.76,no
2005,NYM,101305821.00,3752067.00,1150000.00,83,1220552.06,no
2005,NYY,182306817.00,7292273.00,5666667.00,95,1919019.13,no
2005,OAK,55425762.00,2131760.00,591667.00,88,629838.20,no
2005,PHI,95522000.00,3673923.00,3025000.00,88,1085477.27,no
2005,PIT,38133000.00,1361893.00,368000.00,67,569149.25,no
2005,SDP,63290833.00,2260387.00,825000.00,82,771839.43,no
2005,SEA,87754334.00,2742323.00,800000.00,75,1170057.79,no
2005,SFG,90199500.00,3469212.00,2000000.00,69,1307239.13,no
2005,STL,91783333.00,3671333.00,2333333.00,100,917833.33,no
2005,TBR,29679067.00,1023416.00,600000.00,67,442971.15,no
2005,TEX,55849000.00,1801581.00,650000.00,79,706949.37,no
2005,TOR,45719500.00,1758442.00,525000.00,80,571493.75,no
2005,WAS,48581500.00,1619383.00,628500.00,81,599771.60,no
2004,ARI,69780750.00,2406233.00,500000.00,51,1368250.00,no
2004,ATL,90182500.00,3220804.00,737500.00,96,939401.04,no
2004,BAL,51623333.00,1843690.00,887500.00,78,661837.60,no
2004,BOS,122711000.00,4231414.00,3000000.00,98,1252153.06,yes
2004,CHC,90560000.00,3122759.00,1550000.00,89,1017528.09,no
2004,CHW,65212500.00,2508173.00,775000.00,83,785692.77,no
2004,CIN,46615250.00,1664830.00,422500.00,76,613358.55,no
2004,CLE,34319300.00,1143977.00,325000.00,80,428991.25,no
2004,COL,65445167.00,2337327.00,575000.00,68,962428.93,no
2004,DET,46527000.00,1723222.00,385000.00,72,646208.33,no
2004,HOU,75397000.00,3015880.00,750000.00,92,819532.61,no
2004,KCR,47609000.00,1586967.00,436250.00,58,820844.83,no
2004,LAA,100534667.00,3723506.00,2150000.00,92,1092768.12,no
2004,LAD,92902001.00,3440815.00,1500000.00,93,998946.25,no
2004,MIA,42143042.00,1560853.00,600000.00,83,507747.49,no
2004,MIL,27528500.00,1101140.00,400000.00,67,410873.13,no
2004,MIN,53585000.00,2060962.00,525000.00,92,582445.65,no
2004,NYM,96660970.00,3452178.00,900000.00,71,1361422.11,no
2004,NYY,162193950.00,5792641.00,3050000.00,101,1605880.69,no
2004,OAK,59425667.00,2122345.00,1357500.00,91,653029.31,no
2004,PHI,93219167.00,3452562.00,2425000.00,86,1083943.80,no
2004,PIT,32227929.00,1193627.00,350000.00,72,447610.13,no
2004,SDP,55384833.00,2130186.00,862500.00,87,636607.28,no
2004,SEA,81515834.00,2911280.00,2658334.00,91,895778.40,no
2004,SFG,82019166.00,2645780.00,1000000.00,63,1301891.52,no
2004,STL,83228333.00,3201090.00,1100000.00,105,792650.79,no
2004,TBR,29556667.00,1094691.00,650000.00,70,422238.10,no
2004,TEX,55050417.00,1898290.00,550000.00,89,618544.01,no
2004,TOR,50017000.00,1923731.00,825000.00,67,746522.39,no
2004,WAS,41197500.00,1373250.00,350000.00,67,614888.06,no
2003,ARI,80657000.00,3226280.00,1750000.00,84,960202.38,no
2003,ATL,106243667.00,3934951.00,800000.00,101,1051917.50,no
2003,BAL,73877500.00,2547500.00,1200000.00,71,1040528.17,no
2003,BOS,98696500.00,3796019.00,2050000.00,95,1038910.53,no
2003,CHC,79868333.00,2852440.00,1125000.00,88,907594.69,no
2003,CHW,51010000.00,1961923.00,475000.00,86,593139.53,no
2003,CIN,59355667.00,2119845.00,694000.00,69,860227.06,no
2003,CLE,48584834.00,1567253.00,330000.00,68,714482.85,no
2003,COL,67179667.00,2239322.00,550000.00,74,907833.34,no
2003,DET,48868000.00,1954720.00,325000.00,43,1136465.12,no
2003,HOU,71040000.00,2732308.00,1200000.00,87,816551.72,no
2003,KCR,40518000.00,1558385.00,313500.00,83,488168.67,no
2003,LAA,79031667.00,2927099.00,1000000.00,77,1026385.29,no
2003,LAD,105872620.00,4072024.00,2605834.00,85,1245560.24,no
2003,MIA,48750000.00,1805556.00,1400000.00,91,535714.29,yes
2003,MIL,40627000.00,1400931.00,428000.00,68,597455.88,no
2003,MIN,55505000.00,2134808.00,750000.00,90,616722.22,no
2003,NYM,117176429.00,4040567.00,1300000.00,66,1775400.44,no
2003,NYY,152749814.00,5455351.00,4575000.00,101,1512374.40,no
2003,OAK,50260834.00,1933109.00,1032500.00,96,523550.35,no
2003,PHI,70780000.00,2440690.00,850000.00,86,823023.26,no
2003,PIT,54812429.00,1957587.00,825000.00,75,730832.39,no
2003,SDP,45210000.00,1507000.00,555000.00,64,706406.25,no
2003,SEA,86959167.00,3220710.00,3150000.00,100,869591.67,no
2003,SFG,82852167.00,3186622.00,1937500.00,93,890883.52,no
2003,STL,83786666.00,2702796.00,900000.00,85,985725.48,no
2003,TBR,19630000.00,785200.00,300000.00,63,311587.30,no
2003,TEX,103491667.00,3449722.00,1150000.00,71,1457629.11,no
2003,TOR,51269000.00,1898852.00,600000.00,86,596151.16,no
2003,WAS,51948500.00,1998019.00,333500.00,83,625885.54,no
2002,ARI,102819999.00,3115758.00,2000000.00,98,1049183.66,no
2002,ATL,93470367.00,3015173.00,600000.00,101,925449.18,no
2002,BAL,60493487.00,1890421.00,300000.00,67,902887.87,no
2002,BOS,108366060.00,3612202.00,2287500.00,93,1165226.45,no
2002,CHC,75690833.00,2703244.00,1462500.00,67,1129713.93,no
2002,CHW,57052833.00,2113068.00,575000.00,81,704355.96,no
2002,CIN,45050390.00,1501680.00,500000.00,78,577569.10,no
2002,CLE,78909449.00,2630315.00,1650000.00,74,1066343.91,no
2002,COL,56851043.00,2105594.00,600000.00,73,778781.41,no
2002,DET,55048000.00,1966000.00,1000000.00,55,1000872.73,no
2002,HOU,63448417.00,2349941.00,500000.00,84,755338.30,no
2002,KCR,47257000.00,1629552.00,800000.00,62,762209.68,no
2002,LAA,61721667.00,2204345.00,450000.00,99,623451.18,yes
2002,LAD,94850953.00,3648114.00,1950000.00,92,1030988.62,no
2002,MIA,41979917.00,1499283.00,737500.00,79,531391.35,no
2002,MIL,50287833.00,1734063.00,1100000.00,56,897997.02,no
2002,MIN,40225000.00,1547115.00,475000.00,94,427925.53,no
2002,NYM,94633593.00,3639754.00,2107500.00,75,1261781.24,no
2002,NYY,125928583.00,4342365.00,2500000.00,103,1222607.60,no
2002,OAK,40004167.00,1481636.00,812500.00,103,388389.97,no
2002,PHI,57954999.00,2069821.00,675000.00,80,724437.49,no
2002,PIT,42323599.00,1459434.00,625000.00,72,587827.76,no
2002,SDP,41425000.00,1428448.00,350000.00,66,627651.52,no
2002,SEA,80282668.00,3211307.00,3333333.00,95,845080.72,no
2002,SFG,78299835.00,2899994.00,1750000.00,93,841933.71,no
2002,STL,74660875.00,2871572.00,2125000.00,97,769699.74,no
2002,TBR,34380000.00,1227857.00,267500.00,55,625090.91,no
2002,TEX,105726122.00,3645728.00,2000000.00,72,1468418.36,no
2002,TOR,76864333.00,2650494.00,1650000.00,78,985440.17,no
2002,WAS,38670500.00,1381089.00,345000.00,83,465909.64,no
2001,ARI,85247999.00,3044571.00,1650000.00,92,926608.68,yes
2001,ATL,91936166.00,2965683.00,1200000.00,88,1044729.16,no
2001,BAL,74279540.00,2475985.00,1360000.00,63,1179040.32,no
2001,BOS,109675833.00,3427370.00,1962500.00,82,1337510.16,no
2001,CHC,64515833.00,2481378.00,2000000.00,88,733134.47,no
2001,CHW,65628667.00,2430691.00,975000.00,83,790706.83,no
2001,CIN,48784000.00,1876308.00,550000.00,66,739151.52,no
2001,CLE,92660001.00,2989032.00,2000000.00,91,1018241.77,no
2001,COL,71541334.00,2751590.00,1208334.00,73,980018.27,no
2001,DET,49356167.00,1762720.00,432500.00,66,747820.71,no
2001,HOU,60387667.00,2236580.00,1300000.00,93,649329.75,no
2001,KCR,35422500.00,1265089.00,372500.00,65,544961.54,no
2001,LAA,47735168.00,1539844.00,350000.00,75,636468.91,no
2001,LAD,109105953.00,3762274.00,1725000.00,86,1268673.87,no
2001,MIA,35562500.00,1185417.00,450000.00,76,467927.63,no
2001,MIL,45099333.00,1555149.00,910000.00,68,663225.49,no
2001,MIN,24130000.00,893704.00,260000.00,85,283882.35,no
2001,NYM,93674428.00,3230153.00,1800000.00,82,1142371.07,no
2001,NYY,112287143.00,3622166.00,1600000.00,95,1181969.93,no
2001,OAK,33810750.00,1252250.00,350000.00,102,331477.94,no
2001,PHI,41663833.00,1602455.00,750000.00,86,484463.17,no
2001,PIT,57760833.00,1863253.00,795000.00,62,931626.34,no
2001,SDP,38882833.00,1440105.00,350000.00,79,492187.76,no
2001,SEA,74720834.00,2668601.00,1925000.00,90,830231.49,no
2001,SFG,63280167.00,2343710.00,1300000.00,116,545518.68,no
2001,STL,78333333.00,2701149.00,1500000.00,93,842293.90,no
2001,TBR,56980000.00,2110370.00,700000.00,62,919032.26,no
2001,TEX,88633500.00,2859145.00,800000.00,73,1214157.53,no
2001,TOR,76895999.00,2746286.00,2191667.00,80,961199.99,no
2001,WAS,34849500.00,1161650.00,310000.00,68,512492.65,no
2000,ARI,79230333.00,2829655.00,1779167.00,85,932121.56,no
2000,ATL,82732500.00,2852845.00,1400000.00,95,870868.42,no
2000,BAL,83141198.00,2866938.00,1850000.00,74,1123529.70,no
2000,BOS,81210333.00,2707011.00,2000000.00,85,955415.68,no
2000,CHC,62129333.00,2004172.00,776000.00,65,955835.89,no
2000,CHW,31159000.00,1074448.00,285000.00,95,327989.47,no
2000,CIN,44217500.00,1700673.00,815000.00,85,520205.88,no
2000,CLE,76508334.00,2942628.00,1596334.00,90,850092.60,no
2000,COL,61314190.00,2189793.00,1250000.00,82,747734.02,no
2000,DET,61740167.00,2058006.00,1175000.00,79,781521.10,no
2000,HOU,52081667.00,2083267.00,800000.00,72,723356.49,no
2000,KCR,23132500.00,925300.00,400000.00,77,300422.08,no
2000,LAA,51266667.00,1767816.00,550000.00,82,625203.26,no
2000,LAD,90375953.00,2915353.00,1400000.00,86,1050883.17,no
2000,MIA,19870000.00,709643.00,268500.00,79,251518.99,no
2000,MIL,35782833.00,1084328.00,350000.00,73,490175.79,no
2000,MIN,15654500.00,626180.00,285000.00,69,226876.81,no
2000,NYM,79759762.00,3067683.00,2225000.00,94,848508.11,no
2000,NYY,92938260.00,3319224.00,1350000.00,87,1068255.86,yes
2000,OAK,32121833.00,1147208.00,400000.00,91,352987.18,no
2000,PHI,46947667.00,1618885.00,550000.00,65,722271.80,no
2000,PIT,26561667.00,1062467.00,450000.00,69,384951.70,no
2000,SDP,54971000.00,1832367.00,700000.00,76,723302.63,no
2000,SEA,59215000.00,2277500.00,1475000.00,97,610463.92,no
2000,SFG,53541000.00,1983000.00,1125000.00,91,588362.64,no
2000,STL,63093023.00,2253322.00,925000.00,95,664137.08,no
2000,TBR,64407910.00,2012747.00,537500.00,69,933447.97,no
2000,TEX,70785000.00,2621667.00,1100000.00,71,996971.83,no
2000,TOR,46363332.00,1783205.00,716667.00,83,558594.36,no
2000,WAS,33527666.00,1156126.00,325000.00,67,500412.93,no
